Rotation,Type,Date_Time
+,Session start,2021-03-03 09:09:07.608081
*,BB2,2021-03-03 09:09:23.792576
*,BB3,2021-03-03 09:09:31.898926
*,BB2,2021-03-03 09:09:44.766743
0.5475,Run,2021-03-03 09:09:44.790421
*,BB3,2021-03-03 09:09:54.362558
*,BB2,2021-03-03 09:10:06.040306
0.6325,Run,2021-03-03 09:10:06.063625
*,BB3,2021-03-03 09:10:27.447465
*,BB2,2021-03-03 09:10:40.683856
0.55,Run,2021-03-03 09:10:40.718034
*,BB3,2021-03-03 09:10:52.277717
*,BB2,2021-03-03 09:11:13.652326
0.6667,Run,2021-03-03 09:11:13.675978
*,BB5,2021-03-03 09:11:21.306500
-,END,2021-03-03 09:11:36.347599
+,Session start,2021-03-03 09:11:38.813055
*,BB2,2021-03-03 09:11:57.638399
*,BB3,2021-03-03 09:12:11.036046
*,BB2,2021-03-03 09:12:22.082795
0.4792,Run,2021-03-03 09:12:22.118262
*,BB5,2021-03-03 09:12:28.702682
-,END,2021-03-03 09:12:43.751018
+,Session start,2021-03-03 09:12:53.057475
*,BB2,2021-03-03 09:13:09.034176
*,BB5,2021-03-03 09:13:33.491708
-,END,2021-03-03 09:13:48.526543
+,Session start,2021-03-03 09:13:51.798767
*,BB2,2021-03-03 09:14:07.479110
*,BB3,2021-03-03 09:14:12.827195
*,BB2,2021-03-03 09:14:56.304569
0.6508,Run,2021-03-03 09:14:56.336554
*,BB5,2021-03-03 09:15:07.217320
-,END,2021-03-03 09:15:22.253401
+,Session start,2021-03-03 09:15:24.216046
*,BB2,2021-03-03 09:15:45.688944
*,BB3,2021-03-03 09:15:49.828019
*,BB2,2021-03-03 09:15:59.503188
4.5942,Run,2021-03-03 09:15:59.526439
*,BB5,2021-03-03 09:16:21.663436
-,END,2021-03-03 09:16:36.693325
+,Session start,2021-03-03 09:16:39.456633
*,BB2,2021-03-03 09:16:55.514338
*,BB3,2021-03-03 09:17:05.004900
*,BB2,2021-03-03 09:17:45.987478
0.495,Run,2021-03-03 09:17:46.015312
*,BB5,2021-03-03 09:18:22.057642
-,END,2021-03-03 09:18:37.094070
+,Session start,2021-03-03 09:18:38.753522
*,BB2,2021-03-03 09:19:03.155990
*,BB3,2021-03-03 09:19:12.075317
*,BB2,2021-03-03 09:19:57.279813
0.6358,Run,2021-03-03 09:19:57.306207
*,BB5,2021-03-03 09:20:18.386196
-,END,2021-03-03 09:20:33.418735
+,Session start,2021-03-03 09:20:41.323167
*,BB2,2021-03-03 09:23:46.196660
*,BB3,2021-03-03 09:23:46.697050
*,BB2,2021-03-03 09:26:51.436782
0.705,Run,2021-03-03 09:26:51.459263
*,BB5,2021-03-03 09:27:03.484603
-,END,2021-03-03 09:27:18.521392
+,Session start,2021-03-03 09:27:20.191299
*,BB2,2021-03-03 09:27:36.185019
*,BB3,2021-03-03 09:27:37.889567
*,BB2,2021-03-03 09:27:41.247190
0.57,Run,2021-03-03 09:27:41.272902
*,BB5,2021-03-03 09:28:03.043124
-,END,2021-03-03 09:28:18.086600
+,Session start,2021-03-03 09:28:20.437162
*,BB2,2021-03-03 09:28:48.678081
*,BB3,2021-03-03 09:29:34.670516
*,BB2,2021-03-03 09:29:57.775414
0.53,Run,2021-03-03 09:29:57.801635
*,BB5,2021-03-03 09:30:23.152296
-,END,2021-03-03 09:30:38.194579
+,Session start,2021-03-03 09:30:40.458013
*,BB2,2021-03-03 09:31:02.075644
*,BB3,2021-03-03 09:31:03.337351
*,BB2,2021-03-03 09:31:20.770434
0.5425,Run,2021-03-03 09:31:20.802490
*,BB5,2021-03-03 09:31:39.597038
-,END,2021-03-03 09:31:54.628784
+,Session start,2021-03-03 09:31:56.371381
*,BB2,2021-03-03 09:35:25.093776
*,BB3,2021-03-03 09:35:25.558050
*,BB2,2021-03-03 09:35:54.817954
0.5242,Run,2021-03-03 09:35:54.845426
*,BB5,2021-03-03 09:35:57.164094
-,END,2021-03-03 09:36:12.201746
+,Session start,2021-03-03 12:52:45.014048
*,BB2,2021-03-03 12:53:03.899355
*,BB3,2021-03-03 12:53:05.793617
0.5525,Run_log,2021-03-03 12:53:19.534409
*,BB5,2021-03-03 12:53:31.670624
-,END,2021-03-03 12:53:46.716581
+,Session start,2021-03-03 12:53:59.850825
*,BB2,2021-03-03 12:54:19.298612
*,BB3,2021-03-03 12:54:20.072884
0.4658,Run_log,2021-03-03 12:54:40.055612
*,BB3,2021-03-03 12:54:56.741710
0.5375,Run_log,2021-03-03 12:55:09.858229
*,BB5,2021-03-03 12:55:24.375420
-,END,2021-03-03 12:55:39.422803
+,Session start,2021-03-03 12:55:43.880057
*,BB2,2021-03-03 12:56:00.299336
*,BB4,2021-03-03 12:56:07.951303
0.525,Food_log,2021-03-03 12:57:02.511710
*,BB5,2021-03-03 12:57:07.755507
-,END,2021-03-03 12:57:22.793389
+,Session start,2021-03-03 12:57:26.865251
*,BB2,2021-03-03 12:58:02.874306
*,BB3,2021-03-03 12:58:03.903685
1.1733,Run_log,2021-03-03 12:58:33.055852
*,BB5,2021-03-03 12:59:12.682048
-,END,2021-03-03 12:59:27.719293
+,Session start,2021-03-03 12:59:33.996717
*,BB2,2021-03-03 12:59:51.577993
*,BB3,2021-03-03 12:59:53.939275
0.4792,Run_log,2021-03-03 13:00:11.020497
*,BB5,2021-03-03 13:00:42.144269
-,END,2021-03-03 13:00:57.183366
+,Session start,2021-03-03 13:01:01.561328
*,BB2,2021-03-03 13:01:27.745953
*,BB3,2021-03-03 13:01:34.045618
0.3875,Run_log,2021-03-03 13:01:40.960428
*,BB5,2021-03-03 13:02:03.598852
-,END,2021-03-03 13:02:18.645274
+,Session start,2021-03-03 13:02:21.000906
*,BB2,2021-03-03 13:02:38.867625
*,BB3,2021-03-03 13:02:44.581469
0.5975,Run_log,2021-03-03 13:03:45.483402
*,BB5,2021-03-03 13:04:14.795119
-,END,2021-03-03 13:04:29.833340
+,Session start,2021-03-03 13:04:40.137933
*,BB2,2021-03-03 13:04:57.816484
*,BB3,2021-03-03 13:04:58.564626
0.4142,Run_log,2021-03-03 13:05:09.476189
*,BB5,2021-03-03 13:05:19.126106
-,END,2021-03-03 13:05:34.164477
+,Session start,2021-03-03 13:05:50.402881
*,BB2,2021-03-03 13:06:15.303586
*,BB4,2021-03-03 13:06:23.546566
0.59,Food_log,2021-03-03 13:07:07.795361
*,BB5,2021-03-03 13:07:15.176636
-,END,2021-03-03 13:07:30.203989
+,Session start,2021-03-03 13:07:32.573274
*,BB2,2021-03-03 13:07:55.716196
*,BB3,2021-03-03 13:07:56.593996
0.8075,Run_log,2021-03-03 13:08:13.581551
*,BB5,2021-03-03 13:28:42.187690
-,END,2021-03-03 13:28:57.211510
+,Session start,2021-03-03 13:28:59.666898
*,BB2,2021-03-03 13:29:22.994725
*,BB3,2021-03-03 13:29:32.940388
0.4817,Run_log,2021-03-03 13:29:59.594847
*,BB5,2021-03-03 13:30:07.659565
-,END,2021-03-03 13:30:22.700377
+,Session start,2021-03-03 13:30:41.058176
*,BB2,2021-03-03 13:31:11.697030
*,BB3,2021-03-03 13:31:12.339393
0.6117,Run_log,2021-03-03 13:31:36.798296
*,BB5,2021-03-03 13:31:40.748831
-,END,2021-03-03 13:31:55.793385
+,Session start,2021-03-03 13:44:56.690601
*,BB2,2021-03-03 13:45:34.322772
*,BB3,2021-03-03 13:45:35.884230
0.1092,Run_log,2021-03-03 13:46:02.716757
*,BB3,2021-03-03 13:46:19.497150
0.045,Run_log,2021-03-03 13:46:32.692689
*,BB3,2021-03-03 13:46:52.845167
0.1083,Run_log,2021-03-03 13:47:10.319156
*,BB4,2021-03-03 13:47:28.727522
0.0983,Food_log,2021-03-03 13:48:42.867457
*,BB4,2021-03-03 13:48:48.634762
0.0892,Food_log,2021-03-03 13:50:04.545853
*,BB3,2021-03-03 13:50:11.259264
0.0817,Run_log,2021-03-03 13:50:54.819046
*,BB4,2021-03-03 13:51:03.379939
0.0833,Food_log,2021-03-03 13:51:43.245947
*,BB3,2021-03-03 13:51:47.023816
0.1775,Run_log,2021-03-03 13:52:20.378251
*,BB4,2021-03-03 13:52:41.091760
0.095,Food_log,2021-03-03 13:53:57.099821
*,BB4,2021-03-03 13:54:17.454013
0.0308,Food_log,2021-03-03 13:54:26.926130
*,BB3,2021-03-03 13:54:31.242710
0.0275,Run_log,2021-03-03 13:54:34.984310
*,BB4,2021-03-03 13:54:44.432778
0.0283,Food_log,2021-03-03 13:54:55.043942
*,BB3,2021-03-03 13:54:59.721639
0.06,Run_log,2021-03-03 13:55:27.139902
*,BB3,2021-03-03 13:56:07.038782
2.6525,Run_log,2021-03-03 13:57:09.987562
*,BB3,2021-03-03 13:57:33.656998
0.3283,Run_log,2021-03-03 13:57:38.053907
*,BB4,2021-03-03 13:57:51.329919
0.0942,Food_log,2021-03-03 13:59:42.977462
*,BB3,2021-03-03 14:00:25.685404
0.0275,Run_log,2021-03-03 14:00:27.572892
*,BB3,2021-03-03 14:00:37.360896
0.0275,Run_log,2021-03-03 14:00:50.753551
*,BB5,2021-03-03 14:01:03.743875
-,END,2021-03-03 14:01:18.792727
+,Session start,2021-03-03 14:01:36.347532
*,BB2,2021-03-03 14:12:22.958994
*,BB4,2021-03-03 14:12:28.639743
0.0267,Food_log,2021-03-03 14:12:42.775294
*,BB3,2021-03-03 14:12:45.165260
0.0575,Run_log,2021-03-03 14:17:42.098140
*,BB3,2021-03-03 14:19:11.689730
0.0592,Run_log,2021-03-03 14:20:03.163847
*,BB3,2021-03-03 14:20:06.633699
1.0625,Run_log,2021-03-03 14:20:40.610719
*,BB3,2021-03-03 14:21:06.200006
0.4092,Run_log,2021-03-03 14:22:27.758079
*,BB5,2021-03-03 14:22:46.245345
-,END,2021-03-03 14:23:01.279384
+,Session start,2021-03-03 14:23:06.161761
*,BB2,2021-03-03 14:23:27.679255
*,BB5,2021-03-03 14:24:34.239658
-,END,2021-03-03 14:24:49.283971
+,Session start,2021-03-03 14:25:05.106641
*,BB2,2021-03-03 14:25:26.160069
*,BB4,2021-03-03 14:25:32.629117
0.6042,Food_log,2021-03-03 14:33:29.652627
*,BB3,2021-03-03 14:33:51.211795
0.4392,Run_log,2021-03-03 14:35:31.022798
*,BB3,2021-03-03 14:36:23.406010
0.0925,Run_log,2021-03-03 14:36:49.520502
*,BB3,2021-03-03 14:37:02.295198
0.0642,Run_log,2021-03-03 14:37:31.345682
*,BB3,2021-03-03 14:37:39.274004
0.0658,Run_log,2021-03-03 14:38:49.462933
*,BB5,2021-03-03 14:39:04.238752
-,END,2021-03-03 14:39:19.271680
+,Session start,2021-03-03 14:39:34.797122
*,BB2,2021-03-03 14:40:30.678591
*,BB3,2021-03-03 14:40:31.570997
0.2217,Run_log,2021-03-03 14:40:34.197013
*,BB5,2021-03-03 14:40:45.962397
-,END,2021-03-03 14:41:01.001313
+,Session start,2021-03-03 14:41:36.246002
*,BB2,2021-03-03 14:42:07.884782
*,BB3,2021-03-03 14:42:09.314620
1.415,Run_log,2021-03-03 14:42:46.446763
*,BB5,2021-03-03 14:42:57.267706
-,END,2021-03-03 14:43:12.292959
+,Session start,2021-03-03 14:43:14.751975
*,BB2,2021-03-03 14:43:32.545470
*,BB3,2021-03-03 14:43:33.474304
0.0625,Run_log,2021-03-03 14:44:06.701543
*,BB5,2021-03-03 14:44:44.414321
-,END,2021-03-03 14:44:59.458659
+,Session start,2021-03-03 14:45:49.781624
*,BB2,2021-03-03 14:46:13.307307
*,BB3,2021-03-03 14:46:15.306457
0.3808,Run_log,2021-03-03 14:52:16.248684
*,BB4,2021-03-03 14:52:38.465038
0.63,Food_log,2021-03-03 14:58:15.629873
*,BB3,2021-03-03 14:59:05.067136
0.3742,Run_log,2021-03-03 15:00:01.732992
*,BB5,2021-03-03 15:00:11.239965
-,END,2021-03-03 15:00:26.278984
+,Session start,2021-03-03 15:00:29.632758
*,BB2,2021-03-03 15:00:53.220521
*,BB3,2021-03-03 15:00:54.042711
0.0442,Run_log,2021-03-03 15:01:13.162975
*,BB5,2021-03-03 15:01:37.984808
-,END,2021-03-03 15:01:53.025344
+,Session start,2021-03-03 15:02:31.086347
*,BB2,2021-03-03 15:03:07.685107
*,BB3,2021-03-03 15:03:08.905807
0.0317,Run_log,2021-03-03 15:03:18.993113
*,BB5,2021-03-03 15:03:32.386984
-,END,2021-03-03 15:03:47.418332
+,Session start,2021-03-03 15:05:49.356083
*,BB2,2021-03-03 15:06:38.347476
*,BB4,2021-03-03 15:06:41.818
0.0633,Food_log,2021-03-03 15:08:40.808553
*,BB5,2021-03-03 15:08:51.180787
-,END,2021-03-03 15:09:06.225951
+,Session start,2021-03-03 15:09:12.711366
*,BB2,2021-03-03 15:09:31.523637
*,BB3,2021-03-03 15:09:32.193244
0.2558,Run_log,2021-03-03 15:10:46.369611
*,BB5,2021-03-03 15:10:50.891101
-,END,2021-03-03 15:11:05.923241
+,Session start,2021-03-04 14:15:30.843832
*,BB2,2021-03-04 14:15:54.286055
*,BB3,2021-03-04 14:15:57.564361
0.7408,Run_log,2021-03-04 14:16:28.343458
*,BB3,2021-03-04 14:16:40.488736
0.8342,Run_log,2021-03-04 14:17:05.703917
*,BB3,2021-03-04 14:17:19.560761
0.6667,Run_log,2021-03-04 14:18:48.703213
*,BB4,2021-03-04 14:18:54.525595
0.7125,Food_log,2021-03-04 14:19:16.479320
*,BB4,2021-03-04 14:19:24.364504
0.6033,Food_log,2021-03-04 14:20:26.921221
*,BB3,2021-03-04 14:20:32.829328
0.7083,Run_log,2021-03-04 14:22:13.306097
*,BB5,2021-03-04 14:22:30.182253
-,END,2021-03-04 14:22:45.215405
+,Session start,2021-03-04 14:22:47.977846
*,BB2,2021-03-04 14:23:26.546336
*,BB3,2021-03-04 14:23:27.710206
0.5517,Run_log,2021-03-04 14:23:30.098682
*,BB4,2021-03-04 14:23:39.423377
0.73,Food_log,2021-03-04 14:24:04.149475
*,BB5,2021-03-04 14:24:12.957426
-,END,2021-03-04 14:24:27.992483
+,Session start,2021-03-04 14:24:32.270517
*,BB2,2021-03-04 14:24:59.323069
*,BB3,2021-03-04 14:25:02.402863
0.9325,Run_log,2021-03-04 14:26:15.292833
*,BB3,2021-03-04 14:26:34.749845
4.055,Run_log,2021-03-04 14:27:42.904746
*,BB5,2021-03-04 14:27:58.237390
-,END,2021-03-04 14:28:13.268965
+,Session start,2021-03-04 14:28:46.316160
*,BB2,2021-03-04 14:29:07.124789
*,BB4,2021-03-04 14:29:11.154353
0.5625,Food_log,2021-03-04 14:30:33.569649
*,BB3,2021-03-04 14:30:36.147707
0.6408,Run_log,2021-03-04 14:31:10.554722
*,BB3,2021-03-04 14:32:13.274350
0.5258,Run_log,2021-03-04 14:32:34.447743
*,BB3,2021-03-04 14:33:33.169169
0.4083,Run_log,2021-03-04 14:33:34.431743
*,BB5,2021-03-04 14:33:42.031646
-,END,2021-03-04 14:33:57.069532
+,Session start,2021-03-04 14:34:00.335323
*,BB2,2021-03-04 14:35:14.636571
*,BB4,2021-03-04 14:35:17.496133
0.5567,Food_log,2021-03-04 14:36:27.530354
*,BB3,2021-03-04 14:36:32.038034
11.5975,Run_log,2021-03-04 14:39:07.229090
*,BB3,2021-03-04 14:39:13.658657
0.5183,Run_log,2021-03-04 14:39:17.202102
*,BB5,2021-03-04 14:39:27.195113
-,END,2021-03-04 14:39:42.235001
+,Session start,2021-03-04 14:39:44.296580
*,BB2,2021-03-04 14:40:05.005115
*,BB4,2021-03-04 14:40:28.196162
0.5158,Food_log,2021-03-04 14:41:06.434732
*,BB3,2021-03-04 14:41:15.443109
12.8183,Run_log,2021-03-04 14:44:36.069850
*,BB3,2021-03-04 14:44:54.605939
1.3625,Run_log,2021-03-04 14:46:47.029828
*,BB5,2021-03-04 14:46:56.033337
-,END,2021-03-04 14:47:11.062315
+,Session start,2021-03-04 14:47:12.626349
*,BB2,2021-03-04 14:47:29.269450
*,BB3,2021-03-04 14:47:32.842885
0.5533,Run_log,2021-03-04 14:49:14.252159
*,BB3,2021-03-04 14:49:49.718506
0.4875,Run_log,2021-03-04 14:50:08.531777
*,BB5,2021-03-04 14:50:22.478797
-,END,2021-03-04 14:50:37.516524
+,Session start,2021-03-04 14:52:17.326032
*,BB2,2021-03-04 14:52:40.426332
*,BB3,2021-03-04 14:52:49.165139
7.6767,Run_log,2021-03-04 14:53:19.933122
*,BB5,2021-03-04 14:54:10.387894
-,END,2021-03-04 14:54:25.428351
+,Session start,2021-03-04 14:54:27.182554
*,BB2,2021-03-04 14:54:52.912997
*,BB3,2021-03-04 14:59:40.487895
0.6375,Run_log,2021-03-04 15:00:08.684721
*,BB5,2021-03-04 15:00:27.322289
-,END,2021-03-04 15:00:42.356158
+,Session start,2021-03-04 15:00:53.166663
*,BB2,2021-03-04 15:02:27.235233
*,BB3,2021-03-04 15:02:28.167337
2.2783,Run_log,2021-03-04 15:02:57.132883
*,BB3,2021-03-04 15:02:59.657434
0.5592,Run_log,2021-03-04 15:03:31.870146
*,BB3,2021-03-04 15:07:24.781184
3.1825,Run_log,2021-03-04 15:07:50.772341
*,BB3,2021-03-04 15:08:10.819408
0.5108,Run_log,2021-03-04 15:08:25.144123
*,BB4,2021-03-04 15:08:39.960894
0.5325,Food_log,2021-03-04 15:09:03.461138
*,BB5,2021-03-04 15:09:11.881922
-,END,2021-03-04 15:09:26.915319
+,Session start,2021-03-04 15:09:28.971976
*,BB2,2021-03-04 15:09:47.683015
*,BB3,2021-03-04 15:10:33.338036
0.4933,Run_log,2021-03-04 15:10:35.981774
*,BB5,2021-03-04 15:11:19.513544
-,END,2021-03-04 15:11:34.558294
+,Session start,2021-03-04 15:11:39.729157
*,BB2,2021-03-04 15:11:57.369102
*,BB4,2021-03-04 15:12:03.694259
0.5983,Food_log,2021-03-04 15:13:10.657180
*,BB3,2021-03-04 15:13:21.021023
0.485,Run_log,2021-03-04 15:13:23.531737
*,BB5,2021-03-04 15:14:05.653252
-,END,2021-03-04 15:14:20.689719
+,Session start,2021-03-04 15:14:22.249175
*,BB2,2021-03-04 15:14:37.973469
*,BB4,2021-03-04 15:14:41.546823
0.5833,Food_log,2021-03-04 15:16:36.133822
*,BB3,2021-03-04 15:16:37.994179
0.44,Run_log,2021-03-04 15:16:40.296376
*,BB4,2021-03-04 15:17:53.052359
0.63,Food_log,2021-03-04 15:19:13.408912
*,BB3,2021-03-04 15:19:16.278876
0.5558,Run_log,2021-03-04 15:19:36.707812
*,BB3,2021-03-04 15:19:55.287228
0.7725,Run_log,2021-03-04 15:20:59.936343
*,BB5,2021-03-04 15:21:29.200608
-,END,2021-03-04 15:21:44.246174
+,Session start,2021-03-04 15:21:45.510619
*,BB2,2021-03-04 15:22:00.909181
*,BB3,2021-03-04 15:22:01.652890
0.4683,Run_log,2021-03-04 15:22:14.611298
*,BB3,2021-03-04 15:23:38.637961
0.3592,Run_log,2021-03-04 15:23:39.822087
*,BB4,2021-03-04 15:24:09.126695
0.5392,Food_log,2021-03-04 15:25:43.191004
*,BB3,2021-03-04 15:25:44.174159
1.0475,Run_log,2021-03-04 15:30:58.202297
*,BB3,2021-03-04 15:31:20.011795
0.3417,Run_log,2021-03-04 15:31:21.237080
*,BB5,2021-03-04 15:31:49.792921
-,END,2021-03-04 15:32:04.832884
+,Session start,2021-03-04 15:32:26.301947
*,BB2,2021-03-04 15:32:55.120294
*,BB3,2021-03-04 15:33:01.530873
0.7308,Run_log,2021-03-04 15:33:46.269196
*,BB3,2021-03-04 15:33:48.085159
5.3625,Run_log,2021-03-04 15:35:33.894508
*,BB3,2021-03-04 15:35:40.117606
0.61,Run_log,2021-03-04 15:36:15.550111
*,BB5,2021-03-04 15:36:26.090373
-,END,2021-03-04 15:36:41.120684
+,Session start,2021-03-04 15:36:50.622706
*,BB2,2021-03-04 15:37:13.796488
*,BB4,2021-03-04 15:37:18.851115
0.6683,Food_log,2021-03-04 15:40:41.955861
*,BB5,2021-03-04 15:40:51.059034
-,END,2021-03-04 15:41:06.099281
+,Session start,2021-03-04 15:41:09.659317
*,BB2,2021-03-04 15:41:29.111936
*,BB3,2021-03-04 15:41:29.949743
0.475,Run_log,2021-03-04 15:41:47.336193
*,BB3,2021-03-04 15:41:49.817273
0.7125,Run_log,2021-03-04 15:42:03.611380
*,BB5,2021-03-04 15:42:08.676176
-,END,2021-03-04 15:42:23.723708
+,Session start,2021-03-04 15:43:30.028354
*,BB2,2021-03-04 15:43:53.902027
*,BB3,2021-03-04 15:44:00.851685
0.4408,Run_log,2021-03-04 15:44:02.602987
*,BB3,2021-03-04 15:44:05.420759
0.6008,Run_log,2021-03-04 15:44:07.546167
*,BB5,2021-03-04 15:44:39.145708
-,END,2021-03-04 15:44:54.185823
+,Session start,2021-03-04 15:44:56.948217
*,BB2,2021-03-04 15:45:26.121797
*,BB3,2021-03-04 15:45:31.362310
0.7125,Run_log,2021-03-04 15:51:53.796398
*,BB3,2021-03-04 15:52:24.013154
0.6025,Run_log,2021-03-04 15:52:28.817370
*,BB4,2021-03-04 15:53:11.287179
0.5833,Food_log,2021-03-04 15:53:32.144076
*,BB3,2021-03-04 15:54:21.110006
0.5658,Run_log,2021-03-04 15:54:23.783487
*,BB5,2021-03-04 15:54:51.909866
-,END,2021-03-04 15:55:06.948227
+,Session start,2021-03-04 15:55:09.016928
*,BB2,2021-03-04 15:55:32.365798
*,BB3,2021-03-04 15:55:51.856860
0.6233,Run_log,2021-03-04 15:56:04.429679
*,BB5,2021-03-04 15:57:09.375049
-,END,2021-03-04 15:57:24.413575
+,Session start,2021-03-04 15:58:10.721399
*,BB2,2021-03-04 15:58:27.856017
*,BB3,2021-03-04 15:58:28.890499
0.5492,Run_log,2021-03-04 15:58:31.485970
*,BB5,2021-03-04 15:59:45.315326
-,END,2021-03-04 16:00:00.353754
+,Session start,2021-03-04 16:00:01.909452
*,BB2,2021-03-04 16:00:16.737378
*,BB3,2021-03-04 16:00:45.756732
0.4942,Run_log,2021-03-04 16:00:48.848422
*,BB4,2021-03-04 16:02:59.671137
0.6633,Food_log,2021-03-04 16:03:20.850013
*,BB3,2021-03-04 16:03:25.278607
6.22,Run_log,2021-03-04 16:03:56.230936
*,BB3,2021-03-04 16:03:59.665628
0.4525,Run_log,2021-03-04 16:04:03.692786
*,BB3,2021-03-04 16:04:44.139527
1.8692,Run_log,2021-03-04 16:05:03.103910
*,BB3,2021-03-04 16:05:06.224775
0.5592,Run_log,2021-03-04 16:05:37.601576
*,BB5,2021-03-04 16:05:45.099518
-,END,2021-03-04 16:06:00.137337
+,Session start,2021-03-04 16:06:07.931946
*,BB2,2021-03-04 16:06:26.077227
*,BB4,2021-03-04 16:06:30.207842
0.5492,Food_log,2021-03-04 16:06:42.693827
*,BB5,2021-03-04 16:06:59.721186
-,END,2021-03-04 16:07:14.749135
+,Session start,2021-03-04 16:07:16.211320
*,BB2,2021-03-04 16:07:35.197697
*,BB3,2021-03-04 16:07:40.916135
0.4117,Run_log,2021-03-04 16:07:42.398311
*,BB5,2021-03-04 16:09:08.048257
-,END,2021-03-04 16:09:23.089730
+,Session start,2021-03-04 16:09:24.748563
*,BB2,2021-03-04 16:09:41.726045
*,BB3,2021-03-04 16:09:43.732997
0.6975,Run_log,2021-03-04 16:10:09.022877
*,BB4,2021-03-04 16:10:16.375103
0.525,Food_log,2021-03-04 16:10:50.065325
*,BB5,2021-03-04 16:10:56.862492
-,END,2021-03-04 16:11:11.900307
+,Session start,2021-03-04 16:11:24.404881
*,BB2,2021-03-04 16:11:40.395059
*,BB3,2021-03-04 16:11:41.011470
0.5817,Run_log,2021-03-04 16:11:53.384505
*,BB3,2021-03-04 16:11:54.815048
1.3917,Run_log,2021-03-04 16:12:37.077660
*,BB3,2021-03-04 16:17:48.473724
0.4508,Run_log,2021-03-04 16:17:57.778740
*,BB3,2021-03-04 16:18:05.963754
1.0392,Run_log,2021-03-04 16:19:13.698628
*,BB3,2021-03-04 16:19:15.505382
0.7758,Run_log,2021-03-04 16:22:15.772322
*,BB3,2021-03-04 16:22:17.836054
0.5933,Run_log,2021-03-04 16:42:45.101045
*,BB3,2021-03-04 16:43:38.025329
0.51,Run_log,2021-03-04 16:45:26.429439
*,BB4,2021-03-04 16:45:36.106961
0.635,Food_log,2021-03-04 16:47:02.169864
*,BB5,2021-03-04 16:48:29.619082
-,END,2021-03-04 16:48:44.662262
+,Session start,2021-03-04 16:48:48.929651
*,BB2,2021-03-04 16:49:04.591739
*,BB3,2021-03-04 16:49:05.458171
0.58,Run_log,2021-03-04 16:54:32.611352
*,BB3,2021-03-04 16:54:39.502428
0.6758,Run_log,2021-03-04 16:59:23.465169
*,BB3,2021-03-04 16:59:26.871596
0.5967,Run_log,2021-03-04 17:02:32.630653
*,BB3,2021-03-04 17:02:36.035885
0.6425,Run_log,2021-03-04 17:02:40.211165
